lg pos1 pos2 rate
2 6833376 8314679 0.972844485
2 8314681 8355643 5.488917098
2 8355645 8529364 5.126864916
2 8529366 8595834 1.333354897
2 8595836 8602011 14.36161567
2 8602013 8680759 2.253536598
2 8680761 8753412 4.889703109
2 8753414 9355422 1.182391322
2 9355424 9790002 3.658481983
2 9790004 10052989 0.374079707
2 10052991 10146052 1.055366795
2 10146054 10288971 1.241736928
2 10288973 10342368 1.87e-06
2 10342370 10413468 1.41e-06
2 10413470 10604403 1.860588158
2 10604405 10641126 2.72e-06
2 10641128 11143792 0.353029447
2 11143794 11321981 1.993702754
2 11321983 11380670 1.7e-06
2 11380672 11407650 3.71e-06
2 11407652 11647580 1.480608511
2 11647582 11698396 1.97e-06
2 11698398 12493407 0.223218924
2 12493409 13048084 1.8e-07
2 13048086 13282408 4.27e-07
2 13282410 13330391 2.08e-06
2 13330393 13352340 4.56e-06
2 13352342 13491923 1.271304528
2 13491925 13686614 1.824693489
2 13686616 13769344 1.21e-06
2 13769346 13803474 2.93e-06
2 13803476 13867108 2.788801584
2 13867110 14064328 5.07e-07
2 14064330 14179561 8.68e-07
2 14179563 14740148 0.951431446
2 14740150 15210841 0.376981175
2 15210843 15452288 4.14e-07
2 15452290 15651697 0.889848001
2 15651699 16326331 0.790414951
2 16326333 17811659 2.056990443
2 17811661 17898052 2.16824627
2 17898054 17927278 6.071833299
2 17927280 18007863 4.408556183
2 18007865 18021345 28.7088785
2 18021347 18693725 8.598685713
2 18693727 18750055 10.55016865
2 18750057 18777731 6.411327504
2 18777733 18800289 18.36733753
2 18800291 18899438 8.386456747
2 18899440 18930997 3.17e-06
2 18930999 19208760 7.672666266
2 19208762 19536784 12.99346999
2 19536786 19830388 9.686768232
2 19830390 20012558 13.39080859
2 20012560 20126064 11.55579881
2 20126066 20198342 10.77393121
2 20198344 20297048 18.71282394
2 20297050 20871565 11.66083841
2 20871567 20955833 2.154510609
2 20955835 21017515 6.231670504
2 21017517 21206814 9.225480325
2 21206816 21213733 27.73288047
2 21213735 21245471 24.08336064
2 21245473 21361229 15.76766789
2 21361231 21482192 5.176115837
2 21482194 21507498 3.95e-06
2 21507500 21564553 1.75e-06
2 21564555 21696832 4.609802009
2 21696834 21814244 6.936359997
2 21814246 21891615 6.895113156
2 21891617 21907916 6.13e-06
2 21907918 21963566 1.8e-06
2 21963568 21999410 14.88382993
2 21999412 22061011 8.660969789
2 22061013 22116616 3.191328118
2 22116618 22149461 10.81820064
2 22149463 22157164 45.64356744
3 689236 947276 4.36169267
3 947278 1199650 5.547922924
3 1199652 1653087 3.965105627
3 1653089 1675885 19.94270989
3 1675887 1878153 2.81252645
3 1878155 2035075 4.534255872
3 2035077 2289377 3.500208414
3 2289379 3898234 0.645496585
3 3898236 5214419 1.108200899
3 5214421 5246201 5.581240954
3 5246203 5263776 5.69e-06
3 5263778 5350549 4.093302064
3 5350551 5585736 4.25e-07
3 5585738 5618992 5.335888261
3 5618994 5647851 3.47e-06
3 5647853 5890765 4.12e-07
3 5890767 5965128 2.386270054
3 5965130 5991256 3.83e-06
3 5991258 6510712 1.369927963
3 6510714 6734209 4.47e-07
3 6734211 6810395 4.662592865
3 6810397 6994045 0.966064253
3 6994047 7498748 1.502866835
3 7498750 8346391 2.480832615
3 8346393 8515947 5.9e-07
3 8515949 8718044 0.878017981
3 8718046 8808332 3.934147395
3 8808334 9127832 1.669010329
3 9127834 9509750 1.396215156
3 9509752 9608042 1.02e-06
3 9608044 9871895 1.346210958
3 9871897 10116955 1.44944789
3 10116957 10178069 1.64e-06
3 10178071 10195258 5.82e-06
3 10195260 10388335 1.839720422
3 10388337 10492593 2.2681118
3 10492595 10789068 1.598923687
3 10789070 10901716 6.317448157
3 10901718 10954414 6.740121067
3 10954416 11013306 3.23e-05
3 11013308 11137603 8.05e-07
3 11137605 11311265 1.103495295
3 11311267 12505928 1.801441243
3 12505930 12891581 4.684211454
3 12891583 13014991 5.494426708
3 13014993 13197285 1.017972616
3 13197287 13964815 8.221300535
3 13964817 14416366 4.816230503
3 14416368 14460349 24.88538072
3 14460351 14525074 1.55e-06
3 14525076 14693502 12.01643017
3 14693504 14877318 17.64056013
3 14877320 15014393 8.58430859
3 15014395 15272236 3.035278832
3 15272238 15812847 2.171140247
3 15812849 15869591 9.748260609
3 15869593 15892689 12.54825093
3 15892691 16335986 11.35335136
4 473122 542602 1.44e-06
4 542604 570691 3.56e-06
4 570693 1090514 2.748496315
4 1090516 1372197 10.20164724
4 1372199 1416214 19.73300089
4 1416216 1646098 3.223065111
4 1646100 1668284 4.51e-06
4 1668286 1700231 3.13e-06
4 1700233 1710911 9.36e-06
4 1710913 1840360 1.59652141
4 1840362 1944599 9.977945874
4 1944601 2337599 7.858572265
4 2337601 2344099 63.02810769
4 2344101 3183660 10.68409371
4 3183662 3541898 7.723994663
4 3541900 3763384 15.73097126
4 3763386 3778295 15.11129368
4 3778297 3830896 1.9e-06
4 3830898 3846427 6.44e-06
4 3846429 4185606 9.527092184
4 4185608 4188424 73.09166075
4 4188426 4637635 9.287645449
4 4637637 4897631 5.291213711
4 4897633 4967367 1.43e-06
4 4967369 5235410 2.187736669
4 5235412 5255598 4.95e-06
4 5255600 5432664 3.012399896
4 5432666 5455186 4.44e-06
4 5455188 5552424 1.824814373
4 5552426 5835064 2.518643504
4 5835066 6024095 5.238808449
4 6024097 6309216 2.774711088
4 6309218 6394433 2.082154969
4 6394435 6404572 9.86e-06
4 6404574 6467218 2.832857645
4 6467220 6474940 22.98038073
4 6474942 6528987 6.85e-05
4 6528989 7234271 0.251637638
4 7234273 7343205 9.18e-07
4 7343207 7366329 4.32e-06
4 7366331 7733734 1.209273145
4 7733736 7965856 4.31e-07
4 7965858 8262658 1.49695622
4 8262660 8895769 1.58e-07
4 8895771 9102999 4.83e-07
4 9103001 10235818 0.376329228
4 10235820 11192841 0.669440128
4 11192843 11693745 0.709255266
4 11693747 11850833 1.129723467
4 11850835 11984796 7.46e-07
4 11984798 12377327 0.905096668
4 12377329 12797212 0.422640723
4 12797214 12808683 8.72e-06
4 12808685 12831062 4.47e-06
4 12831064 12962772 4.0499795
4 12962774 13354105 0.907821983
4 13354107 14024921 0.529608119
4 14024923 14163639 7.21e-07
4 14163641 14417575 1.679794909
4 14417577 15014325 0.356737997
4 15014327 15026624 8.13e-06
4 15026626 15459587 0.985175177
4 15459589 15482690 4.33e-06
4 15482692 15631334 6.73e-07
4 15631336 16142956 1.042573423
4 16142958 17215622 9.32e-08
4 17215624 17771379 1.8e-07
4 27850534 28016526 6.02e-07
4 27333099 27850532 1.93e-07
4 27187529 27333097 6.87e-07
4 26874808 27187527 3.2e-07
4 26761765 26874806 8.85e-07
4 26337950 26761763 2.36e-07
4 26331522 26337948 1.56e-05
4 24536931 26331520 0.197971906
4 23476882 24536929 9.43e-08
4 23345983 23476880 7.64e-07
4 22417603 23345981 1.08e-07
4 22054582 22417601 2.75e-07
4 22027975 22054580 3.76e-06
4 21761683 22027973 3.76e-07
4 21628065 21761681 7.48e-07
4 21388054 21628063 1.480315486
4 20463112 21388052 0.191864787
4 20426042 20463110 2.7e-06
4 20387367 20426040 2.59e-06
4 19344935 20387365 1.198883764
4 19337116 19344933 1.28e-05
4 18880315 19337114 1.558597945
4 18501379 18880313 1.879050552
4 18403595 18501377 3.633486051
4 18291570 18403593 1.584174961
4 18211422 18291568 1.25e-06
4 18028140 18211420 5.46e-07
4 18026185 18028138 5.12e-05
4 17957103 18026183 1.45e-06
4 28451236 28460919 1.03e-05
4 28460921 28479445 5.4e-06
4 28479447 29406005 2.213059273
4 29406007 29785598 5.069550808
4 29785600 30047317 4.701984953
4 30047319 30375116 5.441145946
4 30375118 30590472 4.347199985
4 30590474 30769438 5.783512511
4 30769440 30847948 11.96747293
4 30847950 31019698 4.624432606
4 31019700 31078624 3.651342362
4 31078626 31085524 1.45e-05
4 31085526 31245884 7.961408082
4 31245886 31347116 9.387448633
4 31347118 31632596 10.36077974
4 31632598 31663161 6.909860952
4 31663163 32115999 13.80692853
4 32116001 32230019 3.19594194
4 32230021 32309120 4.491591762
4 32309122 32343703 10.27301564
4 32343705 32458300 8.73e-07
5 6892402 7086953 5.14e-07
5 6807323 6892400 1.18e-06
5 6361257 6807321 2.24e-07
5 6322068 6361255 2.55e-06
5 6319660 6322066 4.15e-05
5 6153182 6319658 6.01e-07
5 5706087 6153180 2.24e-07
5 5597096 5706085 9.18e-07
5 5584482 5597094 7.93e-06
5 5204954 5584480 1.405831981
5 4621984 5204952 1.083385938
5 3853818 4621982 2.149130787
5 3764952 3853816 2.458167353
5 3757034 3764950 1.26e-05
5 3652213 3757032 3.389960027
5 3358233 3652211 0.603498197
5 2492910 3358231 1.542634484
5 1832718 2492908 2.274313079
5 1648714 1832716 1.285428034
5 1465835 1648712 5.200909344
5 948407 1465833 4.643093532
5 855050 948405 1.993360969
5 580663 855048 0.678636743
5 503007 580661 1.29e-06
5 503007 7957899 9.672231215
5 7957901 8024391 6.018629309
5 8024393 8175617 1.173485379
5 8175619 8185267 1.04e-05
5 8185269 8212201 3.71e-06
5 8212203 8238829 3.76e-06
5 8238831 8359715 9.51962296
5 8359717 8893602 7.238823977
5 8893604 9031322 9.393616033
5 9031324 9088177 10.37128661
5 9088179 9498770 3.092901243
5 9498772 9625294 7.492097942
5 9625296 9836683 3.583210574
5 9836685 9852419 11.27541942
5 9852421 9924841 8.006986827
5 9924843 10445635 11.15440212
5 10445637 10474163 7.227699103
5 10474165 10491280 5.84e-06
5 10491282 11719343 14.43272707
5 11668536 11719343 3.489653408
5 11660558 11668534 22.22001755
5 11331389 11660556 12.43012738
5 11274418 11331387 3.819678433
5 11124669 11274416 1.324382801
5 11124669 11783980 10.71653061
5 11783982 11951897 1.085293329
5 11951899 11963961 8.29e-06
5 11963963 25951942 2.185480212
6 2894533 3176944 3.54e-07
6 2309760 2894531 2.137919671
6 2126346 2309758 0.96715736
6 1974173 2126344 5.85554599
6 1671089 1974171 3.789068047
6 1477594 1671087 2.356957544
6 1460814 1477592 5.96e-06
6 1378227 1460812 4.302363568
6 1348889 1378225 3.41e-06
6 1157677 1348887 1.236905634
6 1010581 1157675 3.224435743
6 954426 1010579 3.160283145
6 941165 954424 7.54e-06
6 839476 941163 9.83e-07
6 839476 4644377 2.931379474
6 4644379 4691126 3.79183298
6 4691128 4803217 1.583217207
6 4803219 4848624 7.07059264
6 4848626 5118294 6.099538695
6 5118296 5346136 4.39e-07
6 5346138 5380913 5.102958852
6 5380915 6007514 1.13623534
6 6007516 6024598 5.85e-06
6 6024600 6165314 2.884918559
6 6165316 6545293 2.143714258
6 6545295 6970520 0.476544528
6 6970522 7287591 1.120512125
6 7287593 8010235 0.738195571
6 8010237 8075917 5.408935477
6 8075919 8097003 4.74e-06
6 8097005 8363495 0.831484247
6 8363497 8826853 1.440729414
6 8826855 9145320 2.610678343
6 9145322 9206838 6.734346045
6 9206840 9312559 9.46e-07
6 9312561 9824190 3.145767946
6 9824192 9840050 6.31e-06
6 9840052 9887886 2.09e-06
6 9887888 9963261 1.33e-06
6 9963263 9980243 10.45024143
6 9980245 10032450 1.92e-06
6 10032452 10190033 6.35e-07
6 10190035 10524302 0.530904451
6 10524304 10534348 9.95e-06
6 10534350 10593733 2.988377536
6 10593735 10754675 6.21e-07
6 10754677 10955666 3.54163868
6 10955668 10986676 3.22e-06
6 10986678 11005733 9.312320932
6 11005735 11046330 2.46e-06
6 11046332 11206669 6.24e-07
6 11206671 11381092 5.105996916
6 11381094 11421610 5.47295523
6 11421612 11577918 1.418822453
6 11577920 11863495 1.556329466
6 11863497 12009217 6.86e-07
6 12009219 12241309 3.836996967
6 12241311 12603598 2.458267295
6 12603600 12733533 1.819833763
6 12733535 12967296 2.028462588
6 12967298 13009836 2.35e-06
6 13009838 13133847 2.98e-05
6 13133849 13171605 4.69960803
6 13171607 13297626 4.232808024
6 13297628 13304444 1.47e-05
6 13304446 14010980 5.43897013
6 14010982 14254291 10.58470312
6 14254293 14388118 5.010909607
6 14388120 14411148 13.1393096
6 14411150 14412890 5.74e-05
6 14412892 14519666 10.03138252
6 14519668 14585701 8.054580147
6 14585703 14681606 9.118097075
6 14681608 14785567 8.411901578
6 14785569 14874511 4.354777163
6 14874513 15086015 6.680797999
6 15086017 15171258 19.78307075
6 15171260 15237086 31.77159112
6 15237088 15270970 5.233977689
6 15270972 15292784 24.45129275
6 15292786 15295472 3.72e-05
6 15295474 15420199 11.45573452
6 15420201 15666857 14.97743637
6 15666859 15801738 9.681938153
6 15801740 16172160 10.40220667
6 16172162 16490867 6.661334078
6 16490869 16538683 7.986546344
6 16538685 16724717 5.38e-07
6 16724719 33196455 1.469273685
7 425152 1100589 4.392237197
7 1100591 1191113 6.898898635
7 1191115 1312878 7.313154026
7 1312880 1449332 3.908442405
7 1449334 1526445 7.345189527
7 1526447 2681222 4.563316467
7 2681224 2689862 1.16e-05
7 2689864 2724506 2.89e-06
7 2724508 2822540 2.993700145
7 2822542 2979645 3.844065434
7 2979647 3054492 5.031478884
7 3054494 4200603 9.466108693
7 4200605 4315399 5.166278442
7 4315401 4400746 11.75912452
7 4400748 4970138 2.935612548
7 4970140 5132334 5.116850601
7 5132336 5242299 5.085159824
7 5242301 6717362 2.179739238
7 6717364 6786380 2.706770697
7 6786382 6790303 2.55e-05
7 6790305 6951930 6.19e-07
7 6951932 6979665 3.61e-06
7 6979667 7793573 3.316170009
7 7793575 7907506 1.556391037
7 7907508 8482599 0.617718352
7 8482601 8687336 2.315887211
7 8687338 8833523 1.617671202
7 8833525 9020342 5.35e-07
7 9020344 9127447 1.656871295
7 9127449 9261516 7.46e-07
7 9261518 9265483 2.52e-05
7 9265485 9515590 0.70953352
7 9515592 9549816 2.92e-06
7 9549818 9744914 5.13e-07
7 9744916 10034955 3.45e-07
7 10675938 11386867 1.41e-07
7 11386869 11412443 3.91e-06
7 11412445 11975970 1.77e-07
7 11975972 12153129 5.64e-07
7 12153131 12647617 0.718385886
7 12647619 12791086 6.97e-07
7 12791088 12806298 6.57e-06
7 12806300 12830055 4.21e-06
7 12830057 13077679 4.04e-07
7 13077681 13161273 1.2e-06
7 13161275 13171613 9.67e-06
7 13171615 13283827 8.91e-07
7 13283829 13526525 0.731198444
7 13526527 13533360 1.46e-05
7 13533362 13560982 3.62e-06
7 13560984 13676031 8.69e-07
7 13676033 13721149 2.22e-06
7 13721151 14106167 0.922652447
7 14106169 14428186 3.11e-07
7 14428188 15030274 1.66e-07
7 15030276 15829820 1.25e-07
7 15829822 15966247 7.33e-07
7 15966249 16171543 1.243715416
7 16171545 16360003 5.31e-07
7 16360005 16762503 0.812701863
7 16762505 16810384 4.369808484
7 16810386 17521317 0.885942698
7 17521319 17534416 7.63e-06
7 17534418 17631528 1.03e-06
7 17631530 17692695 1.63e-06
7 17692697 17778145 1.17e-06
7 17778147 17808270 3.32e-06
7 17808272 17939908 3.365968793
7 17939910 18979310 1.289309815
7 18979312 19048567 1.44e-06
7 19048569 19585036 0.994215696
7 19585038 19688900 9.63e-07
7 19688902 19718974 3.33e-06
7 19718976 19859122 7.14e-07
7 19859124 19933164 4.797971422
7 19933166 20102807 5.89e-07
7 20102809 20318470 0.822879678
7 20318472 20325654 1.39e-05
7 20325656 21521035 1.299983269
7 21521037 21751569 4.34e-07
7 21751571 22065549 2.202091853
7 22065551 22707621 2.628276112
7 22707623 23004919 2.878217479
7 23004921 23011615 1.49e-05
7 23011617 23182245 3.314726015
7 23182247 23226789 7.973630568
7 23226791 23438897 6.736303675
7 23438899 23841914 2.48e-07
7 23841916 24227113 8.902071397
7 24227115 24427971 5.322829561
7 24427973 24586756 1.209151368
7 24586758 25024355 4.78294306
7 25024357 25190500 8.847911764
7 25190502 25513363 11.18456032
7 25513365 25566324 8.9478031
7 25566326 25597996 7.466159384
7 25597998 25606762 1.14e-05
7 25606764 25821497 8.106647729
7 25821499 25874172 11.94479355
7 25874174 26095402 7.40327668
7 26095404 26384088 7.171838607
7 26384090 26399532 6.48e-06
7 26399534 26428013 6.762410028
7 26428015 26534645 18.91895491
7 26534647 27044474 7.658313474
7 27044476 27051682 26.15557714
8 1094731 1191743 1.03e-06
8 1191745 1547345 4.626009134
8 1547347 1697500 3.599032333
8 1697502 2438250 4.267454607
8 2438252 3279437 6.111282509
8 3279439 3339669 9.126449396
8 3339671 3346558 1.45e-05
8 3346560 3360589 12.64566317
8 3360591 3716822 2.400556097
8 3716824 3812236 2.228560798
8 3812238 3940601 1.382462509
8 3940603 3972174 5.620260982
8 3972176 4021859 8.342910335
8 4021861 4072680 4.071071014
8 4072682 4250748 3.497441427
8 4250750 4264999 7.02e-06
8 4265001 4349579 4.200295578
8 4349581 4370306 4.82e-06
8 4370308 4672669 0.58692631
8 4672671 4689087 6.09e-06
8 4689089 4728001 2.57e-06
8 4728003 4976510 5.273249661
8 4976512 6437223 1.710534513
8 6437225 7518579 0.782030617
8 7518581 7856751 1.673232261
8 7856753 9762848 1.302513303
8 9762850 10224304 2.17e-07
8 10224306 10297535 1.37e-06
8 10297537 11554738 0.787658159
8 11554740 12280090 1.090608008
8 12280092 12335287 1.81e-06
8 12335289 12532226 5.08e-07
8 12532228 12551672 5.14e-06
8 12551674 12554905 3.09e-05
8 12554907 12596802 2.39e-06
8 12596804 12722790 2.047317205
8 12722792 12811457 3.512259352
8 12811459 12836873 3.93e-06
8 12836875 12869034 3.11e-06
8 12869036 13135073 4.457832874
8 13135075 13364244 0.886564618
8 13364246 13586622 2.398311883
8 13586624 14091255 2.119756536
8 14091257 14145405 4.306886427
8 14145407 14149244 2.6e-05
8 14149246 14166630 29.21933165
8 14166632 14757904 2.077332167
8 14757906 15029926 4.399253737
8 15029928 15072895 5.104289139
8 15072897 15093664 4.81e-06
8 15093666 15261305 8.524829845
8 15261307 15321057 1.67e-06
8 15321059 15338486 10.87052613
8 15338488 16066741 5.261101263
8 16066743 16224522 8.649523073
8 16224524 16247483 10.58898567
8 16247485 16515183 7.216779604
8 16515185 16563084 3.702505167
8 16563086 16681551 6.457605916
8 16681553 17256707 11.42751601
8 17256709 17286560 6.073627441
8 17286562 17389681 5.295883477
8 17389683 17408601 5.29e-06
8 17408603 17444136 2.81e-06
8 17444138 17550103 6.716874121
8 17550105 17555517 1.85e-05
8 17555519 17595926 9.984914252
8 17595928 17716251 14.49355745
8 17716253 17921864 6.720078497
8 17921866 18000938 7.010334623
8 18000940 18120996 4.991785637
8 18120998 18142785 61.87318831
8 18142787 18228945 5.978812674
8 18228947 18257820 8.056266667
8 18257822 18268377 9.47e-06
8 18268379 18364602 8.775907508
8 18364604 18882337 2.749492887
8 18882339 19083870 2.902652171
8 19083872 19362030 3.6e-07
9 166584 247016 1.24e-06
9 247018 268181 4.72e-06
9 268183 621951 4.327654408
9 621953 819100 2.196981471
9 819102 856712 9.444943103
9 856714 1204166 3.079893741
9 1204168 1254657 7.035404329
9 1254659 1486918 3.835472163
9 1486920 1560856 11.48867835
9 1560858 1677321 11.60725797
9 1677323 1702356 14.84029159
9 1702358 1887333 12.19828033
9 1887335 1955020 10.51559827
9 1955022 2053769 12.48732645
9 2053771 2083882 10.08103145
9 2083884 2195512 3.42647317
9 2195514 2222746 7.012833223
9 2222748 2343162 3.17657122
9 2343164 2800792 0.387783362
9 2800794 2855253 1.84e-06
9 2855255 2992263 7.3e-07
9 2992265 3744469 0.47233351
9 3744471 17599884 0.206585063
9 17574913 17599884 4e-06
9 17564570 17574911 9.67e-06
9 17261887 17564568 1.1738241
9 17094544 17261885 1.060312651
9 16825300 17094542 2.800054226
9 16725588 16825298 1e-06
9 16589704 16725586 1.551025139
9 14907511 16589702 0.886676618
9 14751930 14907509 4.84902848
9 14512944 14751928 4.18e-07
9 14298975 14512942 4.67e-07
9 13978360 14298973 0.553559253
9 13968049 13978358 9.7e-06
9 13834676 13968047 1.330700367
9 13561985 13834674 0.650840328
9 13419739 13561983 7.03e-07
9 13240234 13419737 5.57e-07
9 13052117 13240232 0.943255527
9 12670352 13052115 2.333919296
9 12634777 12670350 2.81e-06
9 12390506 12634775 0.726436212
9 11151147 12390504 0.649118778
9 10956661 11151145 3.870308403
9 10651423 10956659 2.835008092
9 10508205 10651421 6.98e-07
9 10492914 10508203 18.64280296
9 10254240 10492912 1.194366793
9 9659642 10254238 0.860476322
9 9538509 9659640 1.923302486
9 9304006 9538507 4.26e-07
9 9238005 9304004 1.52e-06
9 8200809 9238003 0.342594264
9 8175687 8200807 3.98e-06
9 8064569 8175685 1.597186774
9 7834841 8064567 1.546814058
9 7769975 7834839 5.478230506
9 7722699 7769973 2.12e-06
9 7584065 7722697 2.562822251
9 7117325 7584063 2.781320221
9 7048250 7117323 2.76498299
9 6311428 7048248 4.569002826
9 6028151 6311426 4.454135352
9 5881003 6028149 2.825842689
9 5744997 5881001 14.68084937
9 5606898 5744995 6.080708767
9 5514943 5606896 4.195948018
9 5372612 5514941 9.591509931
9 5337042 5372610 9.986966545
9 5330825 5337040 1.61e-05
9 5113227 5330823 4.6e-07
9 5113227 18068412 11.052669
9 18068414 18381629 6.947776142
9 18381631 18381938 721.1223301
9 18381940 18512789 20.88767224
9 18512791 18692314 1.153982454
9 18692316 18800653 9.23e-07
9 18800655 19075283 4.262327859
9 19075285 19238246 3.272142756
9 19238248 19244808 1.52e-05
9 19244810 19249984 1.93e-05
9 19249986 19264764 6.77e-06
9 19264766 19267061 4.35e-05
10 272921 1530339 0.141058358
10 1530341 1709707 2.644186254
10 1709709 1905096 1.210461694
10 1905098 1922009 5.91e-06
10 1922011 1983947 14.28948465
10 1983949 2341567 2.337318662
10 2341569 2345241 64.82909635
10 2345243 2381541 2.75e-06
10 2381543 2530678 2.382532839
10 2530680 2565161 2.9e-06
10 2565163 2647383 6.488979835
10 2647385 2648427 9.58e-05
10 2648429 2667249 11.52922644
10 2667251 3077682 1.837547419
