chr pos
1 10616948
1 10631567
1 10670117
1 10670984
1 10695103
1 10717217
1 10720953
1 10726798
1 10726820
1 10741307
1 10741308
1 10803298
1 10857438
1 10886903
1 10894268
1 10926892
1 10978889
1 10983679
1 10983826
1 11007372
1 11024064
1 11072930
1 11227193
1 11319007
1 11399585
1 11439020
1 11455635
1 11455998
1 11484699
1 11484700
1 11501953
1 11515163
1 11525376
1 11543478
1 11543974
1 11571384
1 11576672
1 11593394
1 11600371
1 11600408
1 11685067
1 11685068
1 11685070
1 11685079
1 11696019
1 11696117
1 11719233
1 11733891
1 11734472
1 11744042
1 11757465
1 11781575
1 11854015
1 11854377
1 11858225
1 11891750
1 11892134
1 11892170
1 11893205
1 11913342
1 11913381
1 11947564
1 11967243
1 11968534
1 11969034
1 11989421
1 12013781
1 12013982
1 12056853
1 12110981
1 12110995
1 12111081
1 12119381
1 12125418
1 12129754
1 12129801
1 12156117
1 12156971
1 12184349
1 12184447
1 12228605
1 12228973
1 12254345
1 12384979
1 12385610
1 12388167
1 12388266
1 12388313
1 12416192
1 12428855
1 12428887
1 12445522
1 12445779
1 12501652
1 12501660
1 12501671
1 12501676
1 12504601
1 12504628
1 12504900
1 12505051
1 12528181
1 12528198
1 12550195
1 12561743
1 12565268
1 12565270
1 12565541
1 12571301
1 12573273
1 12573475
1 12574126
1 12574393
1 12593305
1 12647070
1 12653428
1 12683616
1 12693140
1 12703282
1 12728034
1 12728041
1 12728227
1 12728345
1 12728528
1 12728549
1 12739897
1 12739925
1 12739979
1 12740060
1 12740139
1 12740403
1 12751925
1 12758493
1 12758495
1 12766804
1 12766809
1 12777006
1 12792997
1 12793049
1 12793188
1 12799021
1 12803148
1 12803167
1 12803178
1 12820246
1 12820279
1 12849923
1 12849976
1 12869574
1 12886407
1 12893126
1 12893142
1 12893226
1 12893245
1 12919742
1 12919770
1 12919779
1 12920046
1 12920091
1 12993305
1 12994503
1 12994567
1 12997857
1 13008178
1 13033173
1 13067977
1 13122915
1 13136172
1 13203895
1 13203898
1 13239841
1 13270450
1 13291242
1 13328555
1 13328855
1 13332539
1 13332564
1 13332675
1 13346861
1 13346877
1 13346883
1 13433901
1 13453884
1 13545834
1 13558869
1 13613437
1 13624509
1 13654905
1 13729336
1 13842091
1 13842129
1 13842153
1 13842773
1 13842774
1 13842780
1 13862038
1 13918421
1 13918515
1 13921265
1 13921468
1 13953978
1 13960516
1 13960524
1 13960531
1 13960607
1 13960836
1 13960837
1 13960866
1 13966631
1 13967031
1 13971742
1 13971876
1 14014685
1 14052190
1 14052210
1 14054284
1 14054299
1 14054486
1 14054897
1 14054936
1 14054966
1 14055276
1 14056672
1 14064108
1 14099639
1 14118903
1 14129981
1 14129988
1 14130004
1 14130169
1 14146184
1 14168781
1 14200431
1 14212429
1 14243422
1 14248794
1 14250582
1 14271557
1 14330219
1 14330252
1 14364002
1 14367447
1 14369664
1 14383935
1 14384861
1 14385228
1 14385270
1 14385281
1 14385282
1 14459606
1 14472968
1 14472969
1 14485579
1 14569654
1 14569705
1 14575358
1 14579246
1 14579928
1 14595088
1 14600779
1 14617410
1 14617417
1 14645755
1 14680189
1 14680257
1 14686341
1 14686509
1 14706603
1 14706622
1 14713217
1 14713218
1 14731467
1 14731505
1 14731760
1 14731853
1 14771558
1 14771613
1 14796986
1 14805634
1 14806162
1 14809927
1 14810324
1 14838017
1 14839559
1 14839569
1 14867908
1 14867912
1 14942509
1 14955319
1 14955587
1 14955599
1 14955601
1 14955810
1 14986811
1 14987488
1 14987495
1 14993267
1 15017115
1 15078354
1 15078378
1 15168870
1 15169169
1 15169178
1 15169190
1 15169228
1 15177224
1 15177414
1 15199183
1 15199184
1 15211227
1 15239775
1 15240553
1 15280226
1 15280278
1 15280283
1 15280506
1 15295120
1 15309355
1 15353548
1 15353593
1 15363034
1 15363244
1 15405140
1 15405167
1 15417604
1 15451660
1 15469189
1 15470818
1 15473947
1 15579492
1 15604665
1 15614265
1 15614367
1 15635629
1 15635731
1 15707226
1 15707237
1 15708111
1 15715401
1 15715505
1 15717568
1 15728642
1 15741488
1 15752129
1 15783734
1 15874986
1 15875040
1 15875440
1 15875445
1 15875567
1 15881320
1 15881396
1 15881399
1 15881400
1 15882764
1 15903671
1 15903701
1 15912173
1 15955694
1 15955750
1 15955761
1 15957898
1 15957909
1 15969019
1 15997302
1 16021027
1 16025216
1 16027916
1 16027952
1 16028263
1 16033251
1 16033393
1 16037975
1 16050373
1 16058518
1 16058740
1 16086401
1 16086743
1 16086761
1 16086817
1 16086830
1 16126091
1 16126119
1 16126152
1 16126220
1 16126539
1 16126546
1 16156661
1 16186051
1 16186305
1 16187858
1 16199391
1 16202075
1 16255949
1 16261392
1 16261432
1 16261610
1 16261645
1 16269882
1 16270001
1 16270162
1 16270204
1 16270249
1 16270447
1 16301061
1 16313425
1 16467236
1 16467447
1 16487822
1 16494640
1 16511252
1 16516824
1 16534887
1 16536458
1 16546874
1 16546889
1 16546939
1 16550772
1 16550785
1 16550976
1 16551004
1 16551012
1 16597311
1 16610988
1 16616310
1 16621302
1 16621385
1 16621439
1 16750391
1 16757540
1 16757544
1 16757555
1 16757626
1 16760024
1 16795790
1 16797702
1 16815285
1 16841967
1 16842992
1 16843296
1 16843322
1 16843376
1 16843381
1 16844067
1 16844134
1 16844418
1 16851869
1 16871049
1 16891358
1 16891361
1 16891375
1 16899092
1 16899268
1 16899276
1 16899320
1 16899454
1 16903664
1 16915760
1 16915773
1 16932400
1 16932423
1 16932751
1 16932802
1 16933115
1 16943260
1 16950061
1 16969449
1 17000320
1 17003752
1 17035952
1 17070020
1 17070028
1 17070127
1 17078605
1 17078627
1 17081873
1 17082310
1 17129165
1 17136986
1 17136987
1 17137209
1 17139964
1 17139968
1 17139991
1 17154486
1 17154745
1 17154769
1 17155263
1 17155292
1 17182270
1 17191648
1 17249209
1 17259469
1 17288193
1 17302208
1 17315916
1 17321925
1 17328935
1 17329074
1 17329115
1 17329121
1 17329136
1 17364880
1 17385176
1 17391693
1 17394466
1 17408069
1 17421915
1 17421929
1 17421978
1 17422006
1 17422024
1 17459039
1 17459046
1 17459059
1 17459407
1 17472695
1 17479985
1 17529581
1 17571817
1 17573461
1 17576472
1 17576909
1 17591462
1 17603364
1 17603376
1 17615435
1 17626163
1 17626175
1 17656094
1 17656117
1 17656244
1 17667426
1 17667446
1 17681653
1 17681778
1 17684031
1 17684359
1 17684468
1 17697843
1 17697871
1 17698881
1 17699157
1 17725388
1 17728766
1 17729190
1 17753408
1 17756737
1 17756741
1 17770594
1 17770614
1 17770712
1 17770722
1 17770768
1 17774422
1 17798015
1 17798021
1 17836664
1 17836665
1 17836682
1 17837073
1 17837074
1 17837096
1 17837104
1 17837111
1 17837129
1 17837130
1 17854085
1 17854088
1 17854257
1 17864013
1 17864077
1 17910219
1 17910243
1 17910269
1 17910300
1 17910408
1 17988260
1 18060194
1 18157156
1 18176305
1 18176617
1 18176622
1 18195451
1 18195463
1 18195476
1 18195791
1 18195821
1 18212827
1 18218693
1 18218751
1 18218900
1 18234832
1 18253115
1 18329826
1 18329846
1 18329847
1 18329853
1 18329880
1 18350871
1 18370776
1 18373304
1 18373354
1 18373362
1 18373547
1 18399442
1 18414042
1 18414048
1 18425133
1 18425134
1 18439937
1 18439960
1 18457124
1 18457136
1 18457153
1 18481903
1 18488138
1 18488155
1 18510223
1 18510238
1 18524025
1 18524055
1 18524293
1 18524327
1 18547670
1 18547705
1 18587336
1 18587405
1 18589687
1 18619506
1 18661687
1 18696542
1 18696616
1 18748206
1 18756419
1 18756454
1 18776282
1 18776372
1 18788157
1 18802805
1 18853836
1 18873507
1 18873625
1 18873766
1 18889466
1 18900649
1 18900941
1 18908923
1 18909246
1 18911796
1 18925609
1 18925636
1 18944077
1 18949427
1 18949651
1 18949695
1 18978047
1 18978171
1 18989646
1 18989984
1 19000706
1 19000833
1 19003554
1 19045376
1 19045410
1 19045485
1 19045510
1 19045585
1 19045595
1 19055648
1 19073972
1 19073983
1 19074288
1 19249204
1 19254781
1 19255108
1 19298899
1 19299283
1 19344170
1 19344173
1 19344282
1 19349599
1 19400282
1 19400361
1 19401819
1 19401827
1 19462666
1 19467783
1 19467837
1 19474084
1 19474085
1 19491268
1 19491273
1 19505677
1 19514366
1 19514792
1 19539404
1 19576781
1 19647956
1 19691811
1 19699040
1 19781996
1 19782023
1 19782162
1 19782208
1 19782262
1 19790544
1 19836651
1 19854006
1 19854012
1 19860464
1 19860465
1 19888219
1 19888254
1 19888259
1 19888555
1 19888569
1 19888575
1 19888602
1 19888616
1 19888623
1 19888625
1 19888644
1 19894697
1 19894828
1 19918717
1 19929660
1 19929903
1 19938484
1 19938495
1 19938643
1 19938651
1 19938658
1 19938709
1 19966839
1 20001185
1 20014461
1 20035703
1 20079923
1 20087608
1 20090799
1 20137800
1 20184216
1 20184910
1 20194240
1 20194395
1 20204751
1 20237498
1 20237509
1 20237511
1 20237522
1 20237661
1 20237678
1 20256601
1 20256613
1 20256614
1 20256620
1 20256621
1 20256659
1 20256660
1 20256666
1 20360850
1 20457223
1 20457244
1 20457249
1 20457250
1 20457276
1 20457397
1 20457433
1 20457445
1 20457448
1 20457454
1 20569203
1 20569214
1 20599402
1 20647157
1 20647170
1 20649077
1 20649474
1 20650086
1 20682123
1 20697281
1 20697300
1 20697677
1 20697704
1 20705982
1 20734235
1 20734281
1 20868245
1 20868301
1 20868344
1 20868381
1 20870712
1 20931851
1 20931891
1 20971684
1 20971687
1 20978912
1 20978913
1 20979651
1 20980572
1 21003612
1 21038125
1 21038190
1 21038213
1 21038214
1 21038245
1 21038254
1 21038264
1 21038268
1 21041192
1 21057243
1 21060084
1 21079650
1 21079662
1 21081189
1 21081279
1 21113238
1 21113242
1 21113271
1 21125150
1 21125172
1 21129171
1 21129172
1 21129190
1 21168387
1 21168461
1 21228602
1 21265445
1 21377644
1 21377675
1 21391941
1 21391959
1 21391960
1 21392013
1 21392016
1 21398272
1 21398556
1 21398568
1 21398686
1 21398723
1 21404567
1 21450848
1 21451172
1 21451652
1 21451661
1 21462987
1 21463039
1 21463274
1 21485194
1 21485499
1 21501881
1 21501886
1 21501916
1 21562120
1 21609897
1 21610157
1 21679493
1 21685437
1 21685439
1 21685441
1 21685604
1 21685622
1 21686428
1 21686666
1 21714218
1 21797043
1 21797090
1 21827626
1 21835350
1 21835400
1 21835643
1 21840812
1 21862292
1 21862498
1 21862520
1 21899142
1 21899144
1 21899165
1 21906986
1 21906989
1 21910877
1 21950740
1 22048218
1 22055436
1 22055478
1 22055480
1 22055693
1 22055712
1 22055729
1 22079408
1 22088495
1 22169172
1 22169230
1 22190609
1 22190648
1 22190650
1 22215524
1 22215583
1 22215701
1 22222270
1 22222290
1 22222291
1 22222301
1 22222305
1 22222392
1 22222428
1 22222436
1 22301523
1 22326829
1 22326854
1 22354798
1 22354952
1 22358191
1 22403682
1 22403749
1 22530309
1 22530505
1 22543116
1 22546345
1 22546351
1 22601617
1 22668235
1 22689823
1 22689838
1 22695862
1 22696094
1 22696131
1 22760725
1 22760728
1 22776459
1 22776501
1 22776504
1 22776515
1 22776526
1 22777317
1 22804295
1 22804338
1 22850772
1 22850776
1 22851055
1 22860592
1 22867229
1 22905653
1 22914305
1 22914479
1 22929089
1 22929196
1 22963720
1 22987270
1 22991033
1 22991083
1 22991108
1 23022860
1 23061249
1 23064051
1 23064057
1 23088857
1 23091919
1 23103658
1 23110451
1 23110876
1 23139018
1 23139028
1 23166038
1 23181276
1 23181277
1 23181369
1 23200190
1 23211805
1 23234436
1 23268527
1 23284700
1 23284719
1 23284772
1 23284778
1 23284788
1 23284791
1 23288849
1 23303648
1 23303976
1 23303977
1 23331433
1 23374582
1 23400704
1 23400746
1 23400931
1 23400966
1 23404907
1 23412865
1 23412867
1 23413641
1 23413720
1 23413904
1 23413982
1 23414056
1 23414339
1 23414408
1 23415366
1 23471660
1 23566038
1 23580766
1 23583946
1 23602766
1 23619928
1 23619989
1 23630993
1 23631279
1 23646517
1 23717785
1 23746956
1 23746996
1 23754947
1 23755174
1 23778040
1 23808965
1 23826546
1 23830561
1 23831287
1 23851309
1 23851634
1 23861980
1 23862041
1 23909232
1 23935593
1 23963384
1 23965869
1 23998510
1 24000397
1 24020301
1 24020701
1 24020836
1 24020843
1 24021012
1 24021013
1 24021082
1 24025960
1 24026106
1 24026144
1 24038525
1 24038929
1 24040318
1 24040359
1 24040377
1 24040389
1 24040881
1 24040900
1 24050385
1 24050743
1 24072320
1 24089186
1 24099591
1 24099817
1 24159556
1 24162749
1 24162755
1 24162796
1 24163573
1 24163599
1 24163670
1 24221832
1 24228516
1 24238512
1 24250495
1 24256333
1 24269748
1 24296043
1 24296062
1 24344215
1 24344392
1 24451868
1 24451992
1 24452309
1 24503952
1 24516025
1 24517766
1 24517780
1 24518108
1 24566925
1 24566926
1 24659630
1 24803087
1 24803170
1 24820591
1 24823305
1 24839581
1 24839596
1 24852337
1 24865433
1 24868268
1 24881644
1 24881656
1 24881749
1 24888170
1 24888196
1 24892064
1 24892296
1 24902666
1 24942478
1 24942482
1 24942627
1 24942628
1 24942724
1 24943015
1 24943019
1 24943094
1 24970268
1 24983588
1 24983595
1 25069053
1 25077588
1 25124434
1 25124471
1 25126793
1 25126796
1 25150288
1 25166962
1 25205918
1 25210196
1 25227403
1 25240454
1 25277120
1 25277233
1 25297670
1 25422180
1 25447539
1 25447652
1 25451560
1 25506193
1 25512095
1 25528746
1 25540359
1 25564148
1 25564175
1 25564177
1 25564198
1 25564199
1 25564347
1 25606103
1 25606109
1 25606134
1 25606167
1 25606182
1 25614080
1 25614086
1 25614091
1 25614111
1 25614139
1 25614144
1 25620505
1 25620568
1 25623840
1 25623893
1 25632107
1 25632167
1 25632168
1 25633889
1 25633902
1 25633955
1 25633969
1 25633977
1 25634175
1 25634205
1 25650517
1 25650521
1 25650568
1 25650587
1 25650588
1 25650592
1 25650604
1 25650606
1 25650625
1 25650641
1 25650644
1 25650650
1 25650653
1 25650654
1 25650678
1 25650679
1 25650684
1 25650685
1 25650710
1 25655806
1 25655918
1 25655929
1 25655930
1 25655953
1 25655963
1 25655981
1 25692067
1 25692082
1 25692339
1 25692425
1 25695304
1 25695430
1 25721099
1 25726555
1 25726666
1 25726668
1 25726677
1 25726681
1 25729799
1 25729823
1 25738484
1 25815856
1 25818940
1 25819493
1 25832790
1 25832792
1 25833038
1 25833046
1 25905620
1 25906029
1 25918254
1 25918297
1 25918370
1 25918407
1 25923159
1 25923174
1 25923360
1 25931006
1 25931435
1 25933797
1 25934197
1 25934519
1 25934520
1 25943272
1 25946033
1 25946035
1 25946046
1 25946058
1 25946065
1 25985026
1 25997471
1 25997480
1 25997498
1 25998280
1 25998313
1 25998382
1 26010992
1 26011027
1 26011029
1 26012620
1 26055297
1 26056573
1 26076160
1 26076166
1 26076169
1 26076222
1 26081982
1 26086485
1 26086497
1 26086558
1 26089868
1 26096474
1 26096675
1 26096683
1 26097008
1 26154459
1 26154606
1 26271037
1 26303614
1 26304404
1 26330399
1 26330461
1 26369108
1 26369136
1 26374976
1 26375048
1 26375050
1 26376143
1 26436588
1 26491964
1 26494050
1 26494395
1 26494401
1 26515988
1 26524730
1 26551346
1 26551367
1 26551381
1 26561329
1 26561332
1 26589612
1 26603840
1 26603955
1 26603995
1 26604302
1 26604305
1 26607354
1 26625737
1 26639399
1 26662282
1 26662336
1 26665637
1 26665877
1 26666026
1 26667283
1 26667411
1 26721512
1 26721552
1 26724581
1 26725007
1 26736567
1 26736608
1 26736627
1 26736735
1 26737768
1 26737795
1 26737796
1 26751101
1 26764947
1 26767036
1 26793408
1 26801967
1 26801995
1 26801996
1 26802003
1 26857041
1 26871640
1 26871825
1 26871839
1 26871868
1 26906160
1 26916065
1 26936669
1 26966764
1 26968982
1 26980215
1 26980222
1 26980231
1 26983225
1 26986162
1 26986680
1 26986707
1 26987484
1 27006168
1 27112364
1 27223695
1 27225976
1 27229574
1 27229591
1 27229833
1 27252017
1 27261472
1 27262208
1 27262723
1 27308644
1 27363822
1 27371109
1 27388656
1 27391387
1 27391400
1 27391669
1 27391704
1 27391719
1 27407295
1 27407391
1 27424834
1 27427915
1 27427983
1 27500483
1 27506481
1 27534450
1 27534500
1 27569427
1 27569568
1 27579182
1 27603456
1 27608045
1 27659860
1 27660131
1 27660196
1 27678110
1 27823221
1 27823248
1 27827962
1 27828008
1 27828364
1 27828418
1 27828422
1 27840793
1 27841102
1 27841167
1 27852838
1 27853084
1 27853109
1 27860877
1 27860893
1 27860904
1 27860907
1 27861027
1 27861057
1 27861060
1 27863154
1 27863311
1 27884070
1 27884131
1 27887026
1 27895391
1 27895414
1 27895430
1 27895588
1 27897855
1 27911692
1 27911706
1 27911785
1 27911804
1 27923067
1 27925299
1 27925336
1 27925372
1 27925380
1 27925902
1 27925958
1 27941124
1 27949261
1 27949297
1 27949302
1 27949402
1 27978663
1 27981039
1 27981328
1 28031410
1 28031667
1 28031669
1 28039567
1 28039581
1 28043794
1 28043847
1 28044141
1 28100962
1 28152323
1 28152353
1 28158250
1 28164039
1 28167077
1 28176768
1 28214323
1 28214495
1 28214502
1 28214542
1 28214555
1 28229618
1 28244089
1 28244394
1 28244421
1 28249480
1 28249516
1 28249881
1 28295015
1 28295038
1 28295411
1 28295423
1 28295466
1 28309487
1 28316964
1 28316970
1 28316972
1 28332197
1 28332253
1 28332256
1 28335733
1 28357042
1 28375041
1 28380232
1 28388360
1 28406302
1 28406513
1 28407801
1 28411941
1 28411945
1 28411957
1 28412005
1 28412020
1 28427996
1 28428252
1 28428254
1 28428256
1 28428622
1 28431051
1 28431361
